,prev_file,filename,cell_type,xmin,xmax,ymin,ymax
1009,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00172.jpg,71.jpg,RBC,20,123,334,454
1324,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00073.jpg,94.jpg,RBC,545,640,261,347
4418,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00246.jpg,329.jpg,Platelets,127,167,156,201
1840,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00109.jpg,131.jpg,RBC,34,125,229,307
39,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00234.jpg,3.jpg,RBC,324,421,383,480
1789,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00100.jpg,127.jpg,RBC,144,234,250,348
4078,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00389.jpg,303.jpg,Platelets,216,249,113,153
4314,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00024.jpg,322.jpg,RBC,399,517,334,457
384,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00307.jpg,30.jpg,RBC,347,448,355,447
4503,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00397.jpg,335.jpg,RBC,74,176,200,304
1334,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00115.jpg,95.jpg,RBC,472,577,243,354
3208,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00201.jpg,237.jpg,RBC,250,347,204,298
4604,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00001.jpg,343.jpg,WBC,68,286,315,480
2023,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00044.jpg,147.jpg,RBC,505,613,30,137
171,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00388.jpg,14.jpg,RBC,184,289,316,434
1298,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00243.jpg,92.jpg,RBC,156,256,138,229
385,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00307.jpg,30.jpg,RBC,97,198,362,454
679,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00386.jpg,49.jpg,RBC,320,446,1,98
3473,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00078.jpg,257.jpg,WBC,92,257,311,449
3980,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00322.jpg,296.jpg,Platelets,565,602,383,421
3907,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00278.jpg,290.jpg,RBC,3,123,346,464
2014,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00044.jpg,147.jpg,RBC,68,209,371,473
4230,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00325.jpg,315.jpg,Platelets,16,53,198,236
332,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00410.jpg,26.jpg,RBC,346,456,385,476
4323,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00029.jpg,323.jpg,RBC,227,348,193,300
1563,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00354.jpg,110.jpg,RBC,473,574,156,268
4793,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00233.jpg,357.jpg,RBC,289,396,88,196
330,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00375.jpg,25.jpg,Platelets,52,92,1,34
4652,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00097.jpg,345.jpg,RBC,106,182,228,319
729,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00168.jpg,53.jpg,RBC,274,388,179,258
4727,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00209.jpg,351.jpg,WBC,285,474,225,407
4447,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00223.jpg,331.jpg,RBC,536,639,332,455
139,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00277.jpg,11.jpg,RBC,364,472,1,83
2543,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00221.jpg,183.jpg,RBC,114,222,107,214
3835,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00047.jpg,284.jpg,RBC,377,485,273,373
4101,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00195.jpg,306.jpg,RBC,140,238,194,296
1900,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00217.jpg,136.jpg,RBC,318,427,247,357
1387,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00020.jpg,98.jpg,RBC,109,216,41,148
2442,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00338.jpg,176.jpg,RBC,191,292,164,245
3377,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00023.jpg,251.jpg,RBC,37,141,1,76
1956,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00058.jpg,141.jpg,Platelets,330,373,442,480
4687,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00284.jpg,348.jpg,WBC,216,517,209,480
3306,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00157.jpg,245.jpg,RBC,523,632,128,229
1363,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00093.jpg,97.jpg,RBC,197,305,379,480
2447,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00015.jpg,177.jpg,WBC,145,361,4,240
1254,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00353.jpg,89.jpg,RBC,147,236,14,106
4284,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00035.jpg,321.jpg,RBC,32,138,260,372
37,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00234.jpg,3.jpg,RBC,98,184,156,254
1495,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00041.jpg,105.jpg,RBC,43,132,410,480
3507,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00216.jpg,260.jpg,RBC,23,121,254,356
362,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00331.jpg,28.jpg,RBC,343,456,199,310
3171,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00187.jpg,234.jpg,RBC,442,547,65,190
1119,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00409.jpg,79.jpg,RBC,250,371,245,357
2311,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00062.jpg,168.jpg,RBC,392,528,153,261
3761,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00337.jpg,278.jpg,WBC,127,343,251,439
4559,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00378.jpg,340.jpg,RBC,26,124,217,319
4443,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00223.jpg,331.jpg,RBC,431,552,159,264
4484,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00279.jpg,334.jpg,RBC,305,404,178,270
1647,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00036.jpg,117.jpg,RBC,1,88,266,360
1087,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00005.jpg,76.jpg,WBC,230,441,288,480
3342,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00199.jpg,248.jpg,RBC,85,192,1,96
3900,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00296.jpg,289.jpg,RBC,131,241,1,95
1208,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00285.jpg,85.jpg,RBC,455,583,101,225
2199,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00086.jpg,160.jpg,RBC,239,333,173,266
394,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00307.jpg,30.jpg,WBC,285,509,30,238
279,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00377.jpg,22.jpg,RBC,102,192,156,277
4562,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00378.jpg,340.jpg,RBC,1,82,113,213
1697,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00026.jpg,122.jpg,WBC,387,564,1,102
3773,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00365.jpg,280.jpg,RBC,1,86,370,468
4486,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00279.jpg,334.jpg,RBC,1,70,195,296
2383,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00297.jpg,173.jpg,RBC,332,440,45,153
2131,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00154.jpg,154.jpg,RBC,247,351,232,337
2652,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00048.jpg,191.jpg,RBC,209,317,72,139
2486,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00125.jpg,179.jpg,RBC,28,119,12,120
2376,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00193.jpg,172.jpg,RBC,376,489,305,403
4074,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00389.jpg,303.jpg,RBC,93,212,208,324
1981,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00166.jpg,143.jpg,Platelets,509,555,182,223
204,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00180.jpg,17.jpg,RBC,31,143,73,174
4124,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00008.jpg,307.jpg,RBC,196,313,135,215
2336,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00214.jpg,170.jpg,RBC,87,186,201,299
2354,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00094.jpg,171.jpg,RBC,29,162,233,372
3675,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00002.jpg,272.jpg,RBC,130,234,344,443
271,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00377.jpg,22.jpg,RBC,239,353,70,167
3263,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00101.jpg,241.jpg,RBC,181,276,338,438
4083,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00170.jpg,305.jpg,RBC,425,545,172,288
4609,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00001.jpg,343.jpg,RBC,454,541,295,375
2858,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00038.jpg,207.jpg,RBC,186,294,112,236
508,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00281.jpg,39.jpg,RBC,112,221,140,242
2160,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00269.jpg,157.jpg,RBC,499,603,79,185
3149,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00164.jpg,232.jpg,RBC,309,415,233,354
4768,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00357.jpg,355.jpg,RBC,534,635,13,116
1203,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00285.jpg,85.jpg,RBC,112,233,1,101
1583,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00011.jpg,111.jpg,RBC,505,576,163,240
3947,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00184.jpg,292.jpg,RBC,65,165,315,414
3872,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00034.jpg,288.jpg,WBC,350,543,181,359
3368,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00340.jpg,250.jpg,WBC,239,470,356,480
587,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00031.jpg,44.jpg,WBC,287,437,364,480
2070,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00206.jpg,150.jpg,RBC,443,547,49,152
2489,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00125.jpg,179.jpg,Platelets,170,202,15,55
96,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00395.jpg,8.jpg,RBC,274,389,6,118
2413,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00037.jpg,174.jpg,RBC,113,212,13,89
1078,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00005.jpg,76.jpg,RBC,324,444,1,87
985,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00369.jpg,69.jpg,RBC,1,111,169,273
1714,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00026.jpg,122.jpg,Platelets,146,186,269,304
3054,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00130.jpg,224.jpg,RBC,301,412,329,443
1359,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00093.jpg,97.jpg,RBC,452,587,200,308
3487,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00145.jpg,259.jpg,RBC,375,479,102,211
522,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00179.jpg,40.jpg,RBC,487,606,128,232
2407,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00037.jpg,174.jpg,RBC,96,183,382,471
2128,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00368.jpg,153.jpg,RBC,507,611,176,282
3119,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00347.jpg,229.jpg,RBC,228,327,109,206
1566,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00354.jpg,110.jpg,RBC,405,511,371,480
4407,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00246.jpg,329.jpg,RBC,370,460,17,123
172,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00388.jpg,14.jpg,RBC,146,251,229,347
3729,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00267.jpg,276.jpg,Platelets,62,101,26,73
3293,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00019.jpg,244.jpg,RBC,227,343,398,480
1412,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00346.jpg,100.jpg,RBC,288,370,105,200
4126,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00008.jpg,307.jpg,RBC,148,234,62,172
520,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00179.jpg,40.jpg,RBC,373,488,1,83
3188,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00205.jpg,235.jpg,RBC,498,600,1,66
2644,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00067.jpg,190.jpg,WBC,137,272,344,471
2613,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00344.jpg,188.jpg,RBC,254,372,391,480
3283,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00149.jpg,243.jpg,RBC,513,627,20,117
410,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00295.jpg,32.jpg,RBC,20,109,192,296
1048,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00362.jpg,74.jpg,RBC,460,573,286,392
2626,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00133.jpg,189.jpg,RBC,58,171,260,375
2559,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00248.jpg,184.jpg,RBC,159,291,414,478
1019,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00075.jpg,72.jpg,RBC,251,353,167,275
4376,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00043.jpg,326.jpg,RBC,346,473,175,273
1228,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00083.jpg,88.jpg,WBC,91,272,255,402
1052,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00079.jpg,75.jpg,RBC,485,600,217,329
4780,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00360.jpg,356.jpg,RBC,146,244,265,384
4661,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00261.jpg,346.jpg,RBC,5,135,179,288
4012,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00081.jpg,299.jpg,RBC,346,456,196,279
3714,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00114.jpg,275.jpg,RBC,359,456,214,312
3224,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00343.jpg,238.jpg,WBC,183,425,1,153
3562,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00057.jpg,263.jpg,Platelets,549,585,405,444
3419,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00033.jpg,253.jpg,RBC,177,286,389,480
4290,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00035.jpg,321.jpg,RBC,567,640,243,353
3156,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00227.jpg,233.jpg,RBC,311,429,95,210
4171,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00332.jpg,311.jpg,RBC,531,640,31,130
388,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00307.jpg,30.jpg,RBC,536,638,274,384
437,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00226.jpg,34.jpg,RBC,359,480,377,480
1574,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00354.jpg,110.jpg,RBC,41,141,201,294
4485,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00279.jpg,334.jpg,RBC,158,257,370,462
1754,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00222.jpg,125.jpg,RBC,293,385,1,68
3570,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00298.jpg,264.jpg,RBC,509,599,317,415
4228,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00325.jpg,315.jpg,RBC,253,415,321,388
3376,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00023.jpg,251.jpg,RBC,62,174,414,480
912,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00018.jpg,63.jpg,RBC,17,131,45,168
1129,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00409.jpg,79.jpg,RBC,227,310,71,150
3128,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00104.jpg,230.jpg,RBC,413,507,166,265
3245,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00124.jpg,240.jpg,RBC,476,543,46,144
4474,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00301.jpg,333.jpg,RBC,1,104,311,417
3669,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00088.jpg,271.jpg,WBC,254,381,225,370
438,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00226.jpg,34.jpg,RBC,254,378,409,480
1826,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00064.jpg,130.jpg,RBC,204,306,45,135
2682,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00371.jpg,193.jpg,RBC,10,111,83,182
1272,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00039.jpg,90.jpg,RBC,111,227,1,95
2934,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00263.jpg,213.jpg,RBC,115,206,358,446
3066,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00082.jpg,225.jpg,RBC,422,522,207,311
1494,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00041.jpg,105.jpg,RBC,25,123,151,260
1471,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00189.jpg,104.jpg,RBC,318,406,338,433
2805,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00257.jpg,203.jpg,WBC,174,385,99,306
2794,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00276.jpg,202.jpg,RBC,512,614,327,419
3615,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00382.jpg,267.jpg,RBC,70,175,49,159
546,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00333.jpg,41.jpg,RBC,474,571,121,210
4128,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00111.jpg,308.jpg,RBC,458,571,198,296
3401,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00242.jpg,252.jpg,WBC,17,242,184,398
2453,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00015.jpg,177.jpg,RBC,411,522,359,459
420,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00295.jpg,32.jpg,RBC,41,130,204,308
976,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00369.jpg,69.jpg,RBC,392,488,304,382
4828,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00092.jpg,359.jpg,RBC,310,399,183,266
4316,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00024.jpg,322.jpg,RBC,484,587,196,313
1455,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00273.jpg,103.jpg,RBC,427,533,78,174
14,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00383.jpg,1.jpg,RBC,64,174,264,351
4583,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00120.jpg,341.jpg,RBC,394,469,388,469
1582,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00011.jpg,111.jpg,RBC,462,551,142,240
2699,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00310.jpg,194.jpg,Platelets,346,383,313,344
1964,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00308.jpg,142.jpg,RBC,508,626,28,143
4318,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00029.jpg,323.jpg,Platelets,440,495,283,317
3747,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00381.jpg,277.jpg,WBC,10,236,291,480
715,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00317.jpg,51.jpg,WBC,184,396,65,260
2534,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00202.jpg,182.jpg,RBC,111,250,158,296
315,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00000.jpg,24.jpg,RBC,368,464,89,176
4207,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00198.jpg,314.jpg,RBC,382,489,61,149
251,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00314.jpg,20.jpg,Platelets,77,116,230,268
619,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00366.jpg,45.jpg,RBC,444,566,254,355
2936,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00263.jpg,213.jpg,RBC,402,486,305,414
4851,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00326.jpg,361.jpg,RBC,328,456,1,71
1071,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00005.jpg,76.jpg,RBC,536,640,74,202
4029,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00208.jpg,300.jpg,RBC,96,198,279,377
2600,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00211.jpg,187.jpg,RBC,541,640,138,253
1897,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00217.jpg,136.jpg,RBC,319,433,408,479
3400,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00242.jpg,252.jpg,RBC,290,392,154,258
3063,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00082.jpg,225.jpg,RBC,264,397,223,333
3464,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00078.jpg,257.jpg,RBC,536,640,189,287
3280,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00149.jpg,243.jpg,RBC,435,549,154,266
1449,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00273.jpg,103.jpg,RBC,227,329,265,359
3367,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00340.jpg,250.jpg,RBC,491,580,150,277
2719,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00255.jpg,196.jpg,RBC,129,214,254,344
1172,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00090.jpg,82.jpg,RBC,106,199,203,287
4000,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00292.jpg,298.jpg,RBC,307,409,345,450
4156,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00204.jpg,310.jpg,RBC,61,192,38,176
3960,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00271.jpg,293.jpg,RBC,141,233,344,425
4197,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00021.jpg,313.jpg,RBC,378,475,1,76
3386,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00023.jpg,251.jpg,RBC,177,273,219,301
275,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00377.jpg,22.jpg,RBC,355,474,385,480
1204,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00285.jpg,85.jpg,RBC,340,461,50,151
3903,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00296.jpg,289.jpg,WBC,204,391,12,226
1651,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00036.jpg,117.jpg,RBC,397,494,60,168
681,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00386.jpg,49.jpg,RBC,329,455,195,293
2675,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00371.jpg,193.jpg,RBC,39,140,369,467
1867,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00123.jpg,133.jpg,RBC,158,281,273,378
3378,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00023.jpg,251.jpg,RBC,29,117,152,247
3286,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00149.jpg,243.jpg,Platelets,407,446,396,428
4201,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00021.jpg,313.jpg,RBC,168,288,84,198
4448,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00223.jpg,331.jpg,RBC,388,488,408,480
1441,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00352.jpg,102.jpg,RBC,242,342,269,375
736,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00168.jpg,53.jpg,RBC,98,207,1,72
1406,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00112.jpg,99.jpg,RBC,22,122,154,242
4625,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00190.jpg,344.jpg,RBC,115,208,10,99
1560,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00272.jpg,109.jpg,RBC,543,634,92,180
675,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00386.jpg,49.jpg,RBC,443,543,390,479
2130,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00154.jpg,154.jpg,RBC,208,312,278,400
3078,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00239.jpg,226.jpg,RBC,169,258,234,312
3688,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00341.jpg,273.jpg,RBC,146,251,180,296
573,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00046.jpg,42.jpg,RBC,269,377,387,480
1055,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00079.jpg,75.jpg,RBC,229,331,56,150
926,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00095.jpg,65.jpg,RBC,8,120,209,298
3118,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00347.jpg,229.jpg,RBC,421,520,64,161
2874,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00351.jpg,208.jpg,RBC,115,229,108,221
1067,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00079.jpg,75.jpg,Platelets,532,558,298,325
2839,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00319.jpg,206.jpg,RBC,309,418,65,168
2875,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00351.jpg,208.jpg,RBC,47,147,25,137
2341,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00214.jpg,170.jpg,RBC,237,341,361,473
3848,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00203.jpg,285.jpg,RBC,463,571,121,219
4353,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00167.jpg,325.jpg,RBC,82,181,201,296
276,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00377.jpg,22.jpg,RBC,340,442,259,359
3738,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00381.jpg,277.jpg,RBC,292,414,34,154
2051,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00028.jpg,148.jpg,RBC,462,583,58,190
1380,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00020.jpg,98.jpg,Platelets,372,406,343,374
898,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00018.jpg,63.jpg,RBC,130,230,26,125
146,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00277.jpg,11.jpg,RBC,137,262,1,98
2163,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00269.jpg,157.jpg,RBC,356,465,166,289
